取込対象	内部振替	OCR元ファイルID	OCR元ファイル名	ページ	行番号	日付	金額	摘要	相手	科目	OCR方式
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1290	2025-11-05	380600	東京海上日動火災保険㈱ SB24248 東京海上日動火災保険㈱ SB24248	もみじ福山支店 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1295	2025-11-05	15915		徹也様 徹也様 中国銀行 預かり法定費用	三井住友海上火災保険㈱ 自賠責 山田 三井住友海上火災保険㈱ 自賠責 山田 11/06 預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1299	2025-11-07	1210	手数料 法人IB 手数料 法人IB	広島信用金庫 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1323	2025-11-10	1650	B-WEB基本手数料 B-WEB基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1324	2025-11-10	2530	B-WEB伝送基本手数料 B-WEB伝送基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1325	2025-11-10	13530	B-WEB振込手数料 B-WEB振込手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1327	2025-11-10	3850	FBｻｰﾋﾞｽ手数料 FBｻｰﾋﾞｽ手数料	中国銀行 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1328	2025-11-10	880	振込手数料 振込手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1329	2025-11-10	3630	IB手数料 IB手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1344	2025-11-10	3600000	広銀蔵王より広銀本社へ資金移動 広銀本社へ資金移動	広島銀行② 広島(蔵王) CB	普通預金(入金)	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1346	2025-11-10	86955	給与 木本理恵子 10月分 給与 木本理恵子 10月分	もみじ福山支店 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1347	2025-11-10	319873	給与 桒原裕樹 10月分 給与 桒原裕樹 10月分	広島銀行② 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1348	2025-11-10	99952	給与 但井智哉 10月分 給与 但井智哉 10月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1349	2025-11-10	314074	髙田自動車 10月分 髙田自動車 10月分	広島銀行② 高田	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1350	2025-11-10	248039	給与 橋本慎吾社長 10月分 給与 橋本慎吾社長 10月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1351	2025-11-10	130000	給与 桒原裕樹 10月分 給与 桒原裕樹 10月分	広島銀行② 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1352	2025-11-10	14600	田中賢治様 ﾘｰｽ料 田中賢治様 ﾘｰｽ料	広島銀行② 田中賢治シェア31 CB 免80仕課内10	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1353	2025-11-10	144668	給与 藤本吉則 10月分 給与 藤本吉則 10月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1354	2025-11-10	700000	橋本祥子取締役 仮受金 橋本祥子取締役 仮受金	笠岡信用組合	仮受金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1355	2025-11-10	147643	給与 宮崎亜希子 10月分 給与 宮崎亜希子 10月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1356	2025-11-10	170000	銚子部長 本社 委託報酬	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1360	2025-11-10	153285		ﾟｰﾄﾅｰｽﾞ 納車 交通費 宿泊費 ﾟｰﾄﾅｰｽﾞ 納車 交通費 宿泊費 もみじ福山支店 未払諸経費	10/3～11/3橋本裕太郎 唐川ｾｲｱ ﾄｯﾌﾟﾊ 10/3～11/3橋本裕太郎 唐川ｾｲｱ ﾄｯﾌﾟﾊ 未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1382	2025-11-10	399992	CB-整備 消耗品費 その他	作業工具､他 もみじ福山支店	ﾀﾞｲﾅｰｽﾞ 9/16 Amazonmarketplace ① 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1395	2025-11-10	225414	ﾀﾞｲﾅｰｽ 9/19 福山ｶﾞｽ ｶﾞｽ代､他 本社 水道光熱費 ガス料金31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1398	2025-11-10	400861	預り金 預かり法定費用	込 唐川ｾｲｱ様 ﾚｸｻｽES、他 笠岡信用組合	ﾀﾞｲﾅｰｽ 10/2 ﾅﾝﾊﾞｰﾌﾟﾚｰﾄ等代金Web申 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1362	2025-11-13	50000	全国懇話会交流大会 全国懇話会交流大会	笠岡信用組合 その他 本社 対象外	雑収入	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1366	2025-11-13	15915		茂治様 茂治様 中国銀行 預かり法定費用	三井住友海上火災保険㈱ 自賠責 木原 三井住友海上火災保険㈱ 自賠責 木原 預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1367	2025-11-13	2117	ｱｽｸﾙ 10月 ｳｰﾛﾝ茶 緑茶 天然水 ｱｽｸﾙ 10月 ｳｰﾛﾝ茶 緑茶 天然水	広島銀行② その他 CB 軽仕課内8	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1368	2025-11-13	100000	福山赤坂ﾛｰﾀﾘｰｸﾗﾌﾞ 予納金 福山赤坂ﾛｰﾀﾘｰｸﾗﾌﾞ 予納金	広島銀行② 赤坂ﾛｰﾀﾘｰ予納金	前払費用	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1373	2025-11-13	34280	8,063,545 74	もみじ福山支店 整備	ｷﾑﾗﾕﾆﾃｨ㈱様 SB24266 SB24275 SB242 ｷﾑﾗﾕﾆﾃｨ㈱様 SB24266 SB24275 SB242 11/14 売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1389	2025-11-18	1100	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1394	2025-11-18	158904		数料 数料 笠岡信用組合 CB 売内10	三井住友海上火災保険㈱ 代理店保険手 三井住友海上火災保険㈱ 代理店保険手 保険手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	25	1396	2025-11-18	47745		幸平 ㈲ｴﾙｸﾞﾚｺ 小林幸平 中国銀行	三井住友海上火災保険㈱ 自賠責 小林 11/20 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1397	2025-11-18	101045	本社 支払保険料 三井住友海上34	対物保険料 中国銀行	三井住友海上火災保険㈱ 販売車 対人 11/20 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1582	2025-11-18	30985	ｵﾘｺ ｷｯｸﾊﾞｯｸ ｵﾘｺ ｷｯｸﾊﾞｯｸ	もみじ福山支店 キックハ゛ ック1 CB 売内10	受取手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1402	2025-11-21	8700000	㈱ｶｰｽﾞﾄﾞﾛｯﾌﾟｲﾝ様 車両 CH3809 ㈱ｶｰｽﾞﾄﾞﾛｯﾌﾟｲﾝ様 車両 CH3809	広島銀行② 車両	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1408	2025-11-21	55330	CB リース料（販） その他	ﾓ 中国銀行	ﾘｰｽ ㈱ﾌﾚｯﾁｪﾎﾞｽｺ様 ﾏｾﾗﾃｨ ｸﾞﾗﾝﾄｩﾘｽﾞ 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1419	2025-11-25	8155	ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料 ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料	もみじ福山支店 SMBCキャノン31 ﾏｾﾗﾃｨ福山-車両仕課内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1432	2025-11-25	33000	SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）10月分 SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）10月分	笠岡信用組合 フ゜ ロトコーホ CB 仕課内10	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1433	2025-11-25	220000	ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20 ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20	笠岡信用組合 合同会社 Soleil CB 仕課内10	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1420	2025-11-26	3900	中国新聞 中国新聞	もみじ福山支店 本社 軽仕共内8	新聞図書費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1421	2025-11-26	6692	まるとく 本社ｺﾋﾟｰ機 まるとく 本社ｺﾋﾟｰ機	もみじ福山支店 その他31 本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1430	2025-11-26	126990	三井住友海上火災保険㈱ 損害保険 三井住友海上火災保険㈱ 損害保険	笠岡信用組合 三井住友海上34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1431	2025-11-26	44462	ｿﾌﾄﾊﾞﾝｸ㈱ 10月分 ｿﾌﾄﾊﾞﾝｸ㈱ 10月分	広島銀行② 本社 仕共内10	通信費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1418	2025-11-27	12980	USS支払手数料 USS支払手数料	中国銀行 CB 仕課内10	オークション手数	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1422	2025-11-27	4620	ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ	もみじ福山支店 CB 仕課内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1423	2025-11-27	6015	ﾁｭｰﾘｯﾋ生命様 ﾁｭｰﾘｯﾋ生命様	もみじ福山支店 その他34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1424	2025-11-27	27293	ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機 ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機	もみじ福山支店 オリコ複合機31 ｶｰｻ岡山-車両 仕課内8	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1425	2025-11-27	58201	あんしん生命 あんしん生命	もみじ福山支店 あんしん生命34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1427	2025-11-27	99000	オリコ.JCM/ジョーカー利用料 オリコ.JCM/ジョーカー利用料	もみじ福山支店 ジョーカー利用料本社 仕共内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1429	2025-11-27	67440	本社 賃借料 住吉町家賃（三和	吉町家賃 もみじ福山支店	DF.ア－クシステムSP 三和地所様 住 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1438	2025-11-27	50330	本社 諸会費	R7年度会費 中国銀行	福山東警察署 特別警ら隊員を励ます会 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1439	2025-11-27	15915		ｸ様 ｸ様 中国銀行 預かり法定費用	三井住友海上火災保険㈱ 自賠責 ㈱ﾙｯ 三井住友海上火災保険㈱ 自賠責 ㈱ﾙｯ 預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1441	2025-11-27	30000	一心様 ｺﾞﾙﾌｺﾝﾍﾟ 協賛金 一心様 ｺﾞﾙﾌｺﾝﾍﾟ 協賛金	広島銀行② 橋本慎吾	短期借入金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1443	2025-11-27	20200	笠信 収入印紙 笠信 収入印紙	笠岡信用組合 印紙 本社	租税公課	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1456	2025-11-28	357299	中銀ｶｰﾄﾞ VISA	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1457	2025-11-28	21287	中銀ｶｰﾄﾞ JCB	中国銀行	諸口	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1458	2025-11-28	470000	広銀蔵王よりもみじへ資金移動 もみじへ資金移動	もみじ福山支店 広島(蔵王) 本社	普通預金(入金)	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	26	1459	2025-11-28	15000000	笠信 長期借入金 1,500万円 R7.11 笠信 長期借入金 1,500万円 R7.11	笠岡信用組合 笠信1500万円	長期借入金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1460	2025-11-28	1443750	笠信 信用保証料 1,500万 R7.11 笠信 信用保証料 1,500万 R7.11	笠岡信用組合 その他	長期前払費用	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1464	2025-11-28	10000000	笠信より広銀本社へ資金移動 広銀本社へ資金移動	広島銀行② 笠岡信用組合	普通預金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1465	2025-11-28	330	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1466	2025-11-28	721677	橋本裕太郎 10月 ﾊﾟｰﾄﾅｰ契約 橋本裕太郎 10月 ﾊﾟｰﾄﾅｰ契約	笠岡信用組合 その他	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1467	2025-11-28	330	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1468	2025-11-28	850000	村井塗装㈱ ﾗｳﾝｼﾞ塗装工事 村井塗装㈱ ﾗｳﾝｼﾞ塗装工事	笠岡信用組合 仕課内10	建物	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1469	2025-11-28	330	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1470	2025-11-28	2176900	ｲﾝｸﾛｯﾁｪ㈱ ｼｮｰﾙｰﾑﾃﾞｻﾞｲﾝ料、他 建物	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1471	2025-11-28	330	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1472	2025-11-28	15915		健太様 健太様 中国銀行 預かり法定費用	三井住友海上火災保険㈱ 自賠責 結城 三井住友海上火災保険㈱ 自賠責 結城 預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1481	2025-11-28	5500	㈱ﾌﾛｰﾘｽﾄもん 10月分 ㈱ﾌﾛｰﾘｽﾄもん 10月分	広島銀行② その他 CB 仕課内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1483	2025-11-28	275440	㈱心石工芸 ｿﾌｧ張替え ㈱心石工芸 ｿﾌｧ張替え	広島銀行② CB 仕課内10	修繕費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1484	2025-11-28	71500	宏栄産業㈱ 無垢ﾌﾛｰﾘﾝｸﾞ 宏栄産業㈱ 無垢ﾌﾛｰﾘﾝｸﾞ	広島銀行② CB 仕課内10	修繕費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1485	2025-11-28	510620	㈲ｺﾞﾄｳ工房 ｼｮｰﾙｰﾑ改修工事	ン変更 広島銀行② 仕課内10	㈲ｺﾞﾄｳ工房 ｼｮｰﾙｰﾑ改修 ブラントサイ 工具器具備品	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1486	2025-11-28	5115000	建物付属設備	事 広島銀行②	㈱共栄店舗 ｼｮｰﾙｰﾑ電気工事、 内装工 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1487	2025-11-28	704000	CB 特別損失	、他 広島銀行②	㈱平和広告 ﾗｳﾝｼﾞﾘﾆｭｰｱﾙｵｰﾌﾟﾝ 案内状 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1488	2025-11-28	357500	ｱﾙﾌｧ･ｸﾘｰﾝｻｰﾋﾞｽ㈲ 店舗清掃 ｱﾙﾌｧ･ｸﾘｰﾝｻｰﾋﾞｽ㈲ 店舗清掃	広島銀行② CB 仕課内10	修繕費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1489	2025-11-28	814000	㈱勝栄建工 仮設工事 足場 ㈱勝栄建工 仮設工事 足場	広島銀行② 仕課内10	建物	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1528	2025-11-28	180538	ｳﾙﾄｼﾞｬﾊﾟﾝ㈱ 10月分 ｳﾙﾄｼﾞｬﾊﾟﾝ㈱ 10月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1529	2025-11-28	46310	㈲清水自動車ｶﾞﾗｽ 10月分 ㈲清水自動車ｶﾞﾗｽ 10月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1530	2025-11-28	224554	東邦自動車㈱ 10月分 東邦自動車㈱ 10月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1531	2025-11-28	43848	㈱福山自動車用品商会 10月分 ㈱福山自動車用品商会 10月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1532	2025-11-28	1320	㈱ﾖｺﾊﾏﾀｲﾔｼﾞｬﾊﾟﾝ 10月分 ㈱ﾖｺﾊﾏﾀｲﾔｼﾞｬﾊﾟﾝ 10月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1533	2025-11-28	82830	ｶｰﾋﾞｭｰﾃｨｰｱｲｽﾞ 10月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	27	1534	2025-11-28	385330	幸陽板金塗装(有) 10月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1535	2025-11-28	9185	㈱ﾏｳﾝﾄﾌﾞｯｸ 10月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1536	2025-11-28	9800	㈲AIｸﾘｰﾝｻｰﾋﾞｽ 10月分 ㈲AIｸﾘｰﾝｻｰﾋﾞｽ 10月分	広島銀行② AIクリーン31 CB-整備 仕課内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1537	2025-11-28	462	ｴﾇｼﾞｪｲﾋﾞｨ事業協同組合 10月分 ｴﾇｼﾞｪｲﾋﾞｨ事業協同組合 10月分	広島銀行② CB 仕課内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1538	2025-11-28	90000	㈱白ばら 10月分 ㈱白ばら 10月分	広島銀行② その他 CB 軽仕課内8	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1539	2025-11-28	125622	㈱ｽﾀｯﾌｻｰﾋﾞｽ 10月分 ㈱ｽﾀｯﾌｻｰﾋﾞｽ 10月分	広島銀行② 本社 仕共内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1540	2025-11-28	935000		月分 月分 広島銀行② 本社 仕課内10	㈱ﾋﾞｽﾞﾘｰﾁ ﾘｸﾙｰﾀｰｻﾎﾟｰﾄｼｽﾃﾑ利用料 10 ㈱ﾋﾞｽﾞﾘｰﾁ ﾘｸﾙｰﾀｰｻﾎﾟｰﾄｼｽﾃﾑ利用料 10 採用教育費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1541	2025-11-28	228261	三菱ふそう中国地区販売㈱ 10月分 三菱ふそう中国地区販売㈱ 10月分	広島銀行② 社用車 本社 仕共内10	社用車維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1542	2025-11-28	46200	㈱ﾔﾏｻ 10月分 ㈱ﾔﾏｻ 10月分	広島銀行② その他	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1543	2025-11-28	41800	㈱ﾘｸﾙーﾄｶｰｾﾝｻｰ 10月分 ㈱ﾘｸﾙーﾄｶｰｾﾝｻｰ 10月分	広島銀行② カーセンサー費用CB 仕課内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1544	2025-11-28	18418	ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 10月分 ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 10月分	中国銀行 ﾘｺｰ 本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1545	2025-11-28	96250		月分 月分 広島銀行② CB 仕課内10	㈱ﾛﾎﾟﾛﾃﾞｻﾞｲﾝ DMﾊｶﾞｷ作成、印刷費 10 ㈱ﾛﾎﾟﾛﾃﾞｻﾞｲﾝ DMﾊｶﾞｷ作成、印刷費 10 特別損失	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1546	2025-11-28	9900	ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ㈱ 10月分 ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ㈱ 10月分	広島銀行② ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ 本社 仕共内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1547	2025-11-28	8520		広島銀行② 本社 対象外	広島ﾚﾝﾀｶｰ協会 令和７年会費 第3期 広島ﾚﾝﾀｶｰ協会 令和７年会費 第3期 諸会費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1548	2025-11-28	65000		広島銀行② 但井	大和ﾘﾋﾞﾝｸﾞ 但井 家賃立替分 12月分 大和ﾘﾋﾞﾝｸﾞ 但井 家賃立替分 12月分 立替金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1549	2025-11-28	165000	吉野ｶﾞﾚｰｼﾞ 12月分家賃 吉野ｶﾞﾚｰｼﾞ 12月分家賃	広島銀行② 吉野ｶﾞﾚｰｼﾞ 本社 免80仕共内10	賃借料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	28	1550	2025-11-28	160000	ｳﾂﾐ屋証券 CB家賃 12月分 ｳﾂﾐ屋証券 CB家賃 12月分	広島銀行② ウツミ屋証券㈱31 CB 仕課内10	賃借料	embedded_text
