取込対象	内部振替	OCR元ファイルID	OCR元ファイル名	ページ	行番号	日付	金額	摘要	相手	科目	OCR方式
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	431	2025-07-31	229315	日本政策公庫 日本政策公庫	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	432	2025-07-31	650747	日本政策公庫 本社 支払利息 支払利息34	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	433	2025-07-31	762775	日本政策公庫 本社 支払利息 支払利息34	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	434	2025-07-31	1211389	日本政策公庫 本社 支払利息 支払利息34	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	448	2025-07-31	5808	㈱ﾖｺﾊﾏﾀｲﾔｼﾞｬﾊﾟﾝ 6月分 ㈱ﾖｺﾊﾏﾀｲﾔｼﾞｬﾊﾟﾝ 6月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	449	2025-07-31	133398	東邦自動車㈱ 6月分 東邦自動車㈱ 6月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	450	2025-07-31	114818	㈱福山自動車用品商会 6月分 ㈱福山自動車用品商会 6月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	451	2025-07-31	183612	ｳﾙﾄｼﾞｬﾊﾟﾝ㈱ 6月分 ｳﾙﾄｼﾞｬﾊﾟﾝ㈱ 6月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	456	2025-07-31	17844	ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 6月分 ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 6月分	中国銀行 ﾘｺｰ 本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	457	2025-07-31	77330	ｶｰﾋﾞｭｰﾃｨｰｱｲｽﾞ 6月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	458	2025-07-31	1077230	幸陽板金塗装(有) 6月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	459	2025-07-31	22110	小山自動車 6月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	460	2025-07-31	31830		等様 ㈲山陽ｾｲﾌﾃｨーｻｰﾋﾞｽ様 中国銀行	東京海上日動火災保険㈱ 自賠責 松山 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	461	2025-07-31	265547	㈲三愛運輸様 SB23953/23939 ㈲三愛運輸様 SB23953/23939	もみじ福山支店 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	463	2025-07-31	1100	ｸﾚｽﾄ不動産㈱ 誤入金分 返金 ｸﾚｽﾄ不動産㈱ 誤入金分 返金	広島銀行② 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	464	2025-07-31	239170	宇田製菓㈱様 SB23915 宇田製菓㈱様 SB23915	広島銀行② 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	468	2025-07-31	626712		026.1.30 手形利息 026.1.30 手形利息 笠岡信用組合 支払利息34 本社	短期借入金継続5,000万円 2025.7.31~2 短期借入金継続5,000万円 2025.7.31~2 支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	491	2025-07-31	10440	㈲AIｸﾘｰﾝｻｰﾋﾞｽ 6月分 ㈲AIｸﾘｰﾝｻｰﾋﾞｽ 6月分	広島銀行② AIクリーン31 CB-整備 仕課内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	492	2025-07-31	1848	ｴﾇｼﾞｪｲﾋﾞｨ事業協同組合 6月分 ｴﾇｼﾞｪｲﾋﾞｨ事業協同組合 6月分	広島銀行② CB 仕課内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	493	2025-07-31	11000	ｵｰﾄﾞﾘｰ花 6月分 ｵｰﾄﾞﾘｰ花 6月分	広島銀行② 来客時経費31 ﾏｾﾗﾃｨ福山-車両仕課内10	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	494	2025-07-31	132708	㈱ｽﾀｯﾌｻｰﾋﾞｽ 6月分 ㈱ｽﾀｯﾌｻｰﾋﾞｽ 6月分	広島銀行② 本社 仕共内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	495	2025-07-31	4296	㈱野田商店 6月分 ㈱野田商店 6月分	広島銀行② 来客時経費31 本社 軽仕共内8	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	496	2025-07-31	33000	㈱ﾔﾏｻ 6月分 ㈱ﾔﾏｻ 6月分	広島銀行② CB 仕課内10	陸送費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	497	2025-07-31	36300	㈱ﾘｸﾙーﾄｶｰｾﾝｻｰ 6月分 ㈱ﾘｸﾙーﾄｶｰｾﾝｻｰ 6月分	広島銀行② カーセンサー費用CB 仕課内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	498	2025-07-31	9900	ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ㈱ 6月分 ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ㈱ 6月分	広島銀行② ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ 本社 仕共内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	499	2025-07-31	9900		分 分 広島銀行② その他 CB 仕課内10	ﾛﾎﾟﾛﾃﾞｻﾞｲﾝ DMﾊｶﾞｷ作成、印刷費 6月 ﾛﾎﾟﾛﾃﾞｻﾞｲﾝ DMﾊｶﾞｷ作成、印刷費 6月 広告宣伝費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	500	2025-07-31	160000	ｳﾂﾐ屋証券 CB家賃 8月分 ｳﾂﾐ屋証券 CB家賃 8月分	広島銀行② ウツミ屋証券㈱31 CB 仕課内10	賃借料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	507	2025-07-31	13337643	ｺﾝｸｴｽﾄ様 6月分相殺	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	509	2025-07-31	521572	笠信ｺﾛﾅ 3000（492） 長期借入金 笠信ｺﾛﾅ3000(492)	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	510	2025-07-31	396263	長期借入金 笠信長期4000保証	会 笠岡信用組合	笠信 長期借入金 4.000万円 保証協 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	511	2025-07-31	2191665	笠信 長期借入金 長期借入金 笠信2億 1.670.0	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	512	2025-07-31	240025	長期借入返済 一年内長期借入金 広島238000	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	513	2025-07-31	165000	吉野ｶﾞﾚｰｼﾞ 8月分家賃 吉野ｶﾞﾚｰｼﾞ 8月分家賃	広島銀行② 吉野ｶﾞﾚｰｼﾞ 本社 免80仕共内10	賃借料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	514	2025-07-31	65000	大和ﾘﾋﾞﾝｸﾞ 但井 家賃立替分 8月分 大和ﾘﾋﾞﾝｸﾞ 但井 家賃立替分 8月分	広島銀行② 但井	立替金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	516	2025-07-31	15000	㈱経済ﾘﾎﾟｰﾄ 購読料 ㈱経済ﾘﾎﾟｰﾄ 購読料	広島銀行② 本社 仕共内10	新聞図書費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	517	2025-07-31	50000	広島県東部中小企業懇話会 年会費 広島県東部中小企業懇話会 年会費	広島銀行② 本社 対象外	諸会費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	523	2025-07-31	10000	笠信 収入印紙 5,000万継続 笠信 収入印紙 5,000万継続	笠岡信用組合 印紙 本社	租税公課	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	471	2025-08-01	73450	橋本祥子 堀病院実費 橋本祥子 堀病院実費	笠岡信用組合 その他	前受金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	473	2025-08-01	288395		買取清算金 買取清算金 広島銀行② 車両	あかつか眼科ｸﾘﾆｯｸ様 ﾏｾﾗﾃｨ ｷﾞﾌﾞﾘ あかつか眼科ｸﾘﾆｯｸ様 ﾏｾﾗﾃｨ ｷﾞﾌﾞﾘ 買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	477	2025-08-04	53240	ﾘｺｰﾘｰｽ PCﾘｰｽ料 各店舗 本社 リース料（販） リコーリース31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	478	2025-08-04	418000	未来経営 決算 顧問料 本社 顧問料	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	479	2025-08-04	50162	ﾄﾖﾀﾌｧｲﾅﾝｽ ｶﾞｿﾘﾝ代、他 CB 燃料費 軽油税31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	486	2025-08-04	207680	本社 販売促進費 その他	お礼、他 笠岡信用組合	7/11 ｹﾝｿﾞｰｴｽﾃｲﾄ (ﾀﾞｲﾅｰｽﾞ) 納車時 諸口	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	10	487	2025-08-04	10000000	広銀本社より笠信へ資金移動 笠信へ資金移動	笠岡信用組合 広島銀行②	普通預金	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	487	2025-08-04	10000000	笠信へ資金移動 広銀本社より笠信へ資金移動	広島銀行② 笠岡信用組合	普通預金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	488	2025-08-04	51887	㈱橋本商事 未払金 その他	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	490	2025-08-04	93100	住民税 7月分 福山市 住民税 7月分 福山市	もみじ福山支店 住民税	預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	503	2025-08-07	1210	手数料 法人IB 手数料 法人IB	広島信用金庫 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	520	2025-08-07	17650		ｰﾄｼｽﾃﾑｽﾞ356145 ｰﾄｼｽﾃﾑｽﾞ356145 もみじ福山支店 預かり法定費用	日本ｶｰｿﾘｭｰｼｮﾝｽﾞ㈱自賠責㈱ﾌﾞﾙｰｵｰｼｬﾝｽﾏ 日本ｶｰｿﾘｭｰｼｮﾝｽﾞ㈱自賠責㈱ﾌﾞﾙｰｵｰｼｬﾝｽﾏ 08/08 預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	524	2025-08-07	2745129		広島銀行② 車両	㈱ｵｰﾄｻｰﾊﾞｰ様 T10523 竹本様MINI仕入 ㈱ｵｰﾄｻｰﾊﾞｰ様 T10523 竹本様MINI仕入 買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	528	2025-08-07	170000	銚子部長 本社 委託報酬	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	529	2025-08-07	214600	田中賢治様 ﾘｰｽ料 田中賢治様 ﾘｰｽ料	広島銀行② 田中賢治シェア31 CB 免80仕課内10	リース料（販）	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	531	2025-08-07	5000000	広銀蔵王より資金移動 笠信へ資金移動	笠岡信用組合 広島(蔵王) CB	普通預金(入金)	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	540	2025-08-12	201711	橋本慎吾 橋本慎吾	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	541	2025-08-12	700000	橋本祥子 橋本祥子	笠岡信用組合	仮受金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	542	2025-08-12	125064	給与 藤本吉則 7月分 給与 藤本吉則 7月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	543	2025-08-12	131477	給与 但井 給与 但井	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	544	2025-08-12	134608	宮﨑亜希子 宮﨑亜希子	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	548	2025-08-12	1650	B-WEB基本手数料 B-WEB基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	549	2025-08-12	2530	B-WEB伝送基本手数料 B-WEB伝送基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	550	2025-08-12	11055	B-WEB振込手数料 B-WEB振込手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	551	2025-08-12	323931	桒原裕樹 桒原裕樹	広島銀行② 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	552	2025-08-12	130000	桒原裕樹 桒原裕樹	広島銀行② 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	553	2025-08-12	448707	髙田自動車 髙田自動車	広島銀行② 高田	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	558	2025-08-12	3850	FBｻｰﾋﾞｽ手数料 FBｻｰﾋﾞｽ手数料	中国銀行 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	564	2025-08-12	330	振込手数料 振込手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	565	2025-08-12	3630	IB手数料 IB手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	568	2025-08-12	129750	給与 木本理恵子 7月分 給与 木本理恵子 7月分	もみじ福山支店 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	605	2025-08-12	195758	原材料・仕掛品	SB23912、他 もみじ福山支店	ﾀﾞｲﾅｰｽﾞ 6/13 ﾀｲﾔﾃﾞｨｰﾗｰ楽天市場店 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	11	738	2025-08-12	211269	ﾀﾞｲﾅｰｽ 6/19 福山ｶﾞｽ ｶﾞｽ代、他 本社 水道光熱費 ガス料金31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	739	2025-08-12	687246	本社 旅費交通費	ｰ様 ﾏｶﾝ現車確認 笠岡信用組合	ﾀﾞｲﾅｰｽ 6/18 JR西日本 ｽﾋﾟﾝｸﾞﾙｶﾝﾊﾟﾆ 08/12 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	559	2025-08-15	250295	中銀ｶｰﾄﾞ JCB	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	560	2025-08-15	18102	中銀ｶｰﾄﾞ VISA 中銀ｶｰﾄﾞ VISA 大幡一樹様 SB24047	中国銀行 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	562	2025-08-15	3722	国税還付金 源泉所得及び復興税 国税還付金 源泉所得及び復興税	広島信用金庫 その他	未収入金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	569	2025-08-15	880000		ｴｽﾄ清水勝重様 ｴｽﾄ清水勝重様 もみじ福山支店 整備	東京海上日動火災保険㈱ SB23814 ｺﾝｸ 東京海上日動火災保険㈱ SB23814 ｺﾝｸ 売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	570	2025-08-15	117417	ｷﾑﾗﾕﾆﾃｨ㈱様 SB23980/23992/23861 ｷﾑﾗﾕﾆﾃｨ㈱様 SB23980/23992/23861	もみじ福山支店 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	789	2025-08-17	61	決算利息 決算利息	広島信用金庫 預金利息12 本社 売非課税	受取利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	546	2025-08-18	1100	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	547	2025-08-18	148560		数料 数料 笠岡信用組合 CB 売内10	三井住友海上火災保険㈱ 代理店保険手 三井住友海上火災保険㈱ 代理店保険手 保険手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	574	2025-08-18	5876650	ｽﾄﾛﾝｸﾞﾏｳﾝﾃﾝ㈱ ｽﾄﾛﾝｸﾞﾏｳﾝﾃﾝ㈱	広島銀行② 車両	買掛金	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	575	2025-08-18	1278246	広銀蔵王より資金移動 広銀本社へ資金移動	広島銀行② 広島(蔵王) CB	普通預金(入金)	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	576	2025-08-18	5000000	中銀より広銀本社へ資金移動 中銀より広銀本社へ資金移動	広島銀行② 中国銀行	普通預金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	578	2025-08-18	7341651	㈱ｵﾘｴﾝﾄｺｰﾎﾟﾚｰｼｮﾝ M/ｷﾞﾌﾞﾘ ㈱ｵﾘｴﾝﾄｺｰﾎﾟﾚｰｼｮﾝ M/ｷﾞﾌﾞﾘ	もみじ福山支店 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	579	2025-08-18	2079576		VW/T-ROC VW/T-ROC もみじ福山支店 車両	㈱ｵﾘｴﾝﾄｺｰﾎﾟﾚｰｼｮﾝ様 ㈱dyﾏｰｹﾃｨﾝｸﾞ様 ㈱ｵﾘｴﾝﾄｺｰﾎﾟﾚｰｼｮﾝ様 ㈱dyﾏｰｹﾃｨﾝｸﾞ様 買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	582	2025-08-18	110330	ﾊﾞﾃﾞｨｰｽﾞ 放映料「ｶｰﾌﾟ交流戦協賛」 CB 広告宣伝費 その他	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	583	2025-08-18	73450	橋本祥子 堀病院実費 橋本祥子 堀病院実費	笠岡信用組合 その他	立替金	embedded_text
